Invoice No,PO No,Invoice Date,Supplier,Supplier Location,Department,Buyer,Item Code,Product Description,Unit,Quantity,Unit Price,Extended Amount,Discount Amount,Freight Amount,Tax Amount,Net Amount,Currency,Payment Terms
INV-202505-22996,PO-705765,05/24/2025,RESTAURANT DEPOT,"IL, USA",Banquet,R. Smith,FRIES-3/8,French Fries 3/8 Straight Cut (pack size varied),cs,39,25.84,1007.76,0.0,0.0,19.74,1027.5,USD,Due on Receipt
INV-202510-15328,PO-861039,10/3/2025,Imperial Dade ,"OH, USA",Bar,M. Carter,COFF-HSE,Coffee Beans House Blend chef's line,lb,125.38,7.86,985.49,0.0,0.0,52.07,1037.56,USD,Due on Receipt
BILL-202512-20382,,2025-12-29,Gordon Food Svc,"IL, USA",Kitchen,A. Johnson,GLOVE-M,Nitrile Gloves Medium - fresh,cs,13,38.62,502.06,0.0,0.0,27.79,529.85,USD,Due on Receipt
INV-202505-88580,,05/07/2025,Rest Depot,"FL, USA",Bakery,A. Johnson,BRRY-MIX,Mixed Berries Frozen,CS,30,33.23,996.9,12.34,0.0,69.16,1053.72,USD,Due on Receipt
INV-202510-75162,,10/21/2025,Performance FS,"CO, USA",Cafe,M. Carter,SALM-ATL,Salmon Fillet Atlantic,Lb,290.0,8.74,2534.6,0.0,0.0,199.15,2733.75,USD,Net 7
INV-202505-82805,PO-774081,05/30/2025,BEN E. KEITH FOODS,"IL, USA",Bar,M. Carter,POT-RUS,Potatoes Russet chef's line,LB,258.16,0.41,105.85,0.0,0.0,2.93,108.78,USD,Net 7
AP-202510-80176,PO-138640,10/10/2025,US FOODS ATLANTA,"AZ, USA",Cafe,J. Brown,SALM-ATL,Salmon Fillet Atlantic - fresh,LBS,87.06,11.51,1002.06,7.26,0.0,54.56,1049.36,USD,Net 30
AP-202503-40778,,3/7/2025,PFG Customized,"CA, USA",Housekeeping,M. Carter,ONION-YEL,Onions Yellow - fresh,lb,400.16,0.79,316.13,0.0,0.41,20.54,337.08,USD,Net 30
BILL-202509-44241,,09/19/2025,Sysco North Florida ,"IL, USA",Restaurant,P. Wilson,NAPKIN-DN,Napkins Dinner - fresh,cs,1,25.39,25.39,0.0,0.0,1.75,27.14,USD,Net 15
INV-202506-21088,PO-124100,2025-06-10,Local Farm + Garden,"NY, USA",Cafe,P. Wilson,KETCHUP,Ketchup  ,Case,33,14.47,477.51,12.07,6.29,11.47,483.2,USD,Due on Receipt
INV-202502-29947,PO-595110,2/28/2025,Baldor,"NC, USA",Bakery,L. Davis,OJ-100,Orange Juice 100%,GL,17.31,7.52,130.17,0.0,0.0,3.45,133.62,USD,Net 30
BILL-202501-19986,PO-330718,01/21/2025,US Foods - Atlanta,"WA, USA",Kitchen,P. Wilson,BROC-FRZ,Broccoli Florets Frozen - fresh,CS,16,20.96,335.36,0.0,0.0,4.12,339.48,USD,Net 30
INV-202509-77158,PO-954578,09/23/2025,LOCAL FARM AND GARDEN LLC,"OH, USA",Banquet,P. Wilson,NAPKIN-DN,Napkins Dinner (pack size varied),Case,-5.0,19.53,-97.65,0.0,0.0,1.57,-96.08,USD,Net 7
BILL-202501-69587,,2025-01-17,BALDOR SPECIALTY FOODS,"NY, USA",Housekeeping,J. Brown,SUGAR-GR,Sugar Granulated - fresh,BG,43,20.41,877.63,0.0,0.0,49.27,926.9,USD,Net 15
AP-202502-20805,PO-333188,2025-02-17,Rest Depot,"FL, USA",Kitchen,P. Wilson,NAPKIN-DN,NAPKINS DINNER CHEF'S LINE,CASE,24,15.68,376.32,0.0,11.25,26.2,413.77,USD,Net 15
INV-202510-99529,PO-803376,10/05/2025,FRESHPOINT PRODUCE,"AZ, USA",Cafe,R. Smith,AVO-HASS,Avocados Hass chef's line,CASE,45,26.03,1171.35,6.7,0.0,85.15,1249.8,USD,Net 15
BILL-202502-59676,PO-362213,2025-02-12,PFG Customized,"TX, USA",Banquet,M. Carter,COFF-HSE,COFFEE BEANS HOUSE BLEND (PACK SIZE VARIED),LBS,494.99,8.5,4207.41,0.0,10.58,167.9,4385.89,USD,Due on Receipt
AP-202508-52950,PO-528132,8/19/2025,PFG,"TX, USA",Kitchen,M. Carter,AVO-HASS,Avocados Hass  ,Case,19,32.53,618.07,0.0,0.0,6.53,624.6,USD,Net 7
AP-202512-92784,PO-711948,2025-12-12,Imperial Dade ,"TX, USA",Cafe,J. Brown,POT-RUS,Potatoes Russet,Lb,406.11,0.65,263.97,0.0,8.93,13.34,286.24,USD,Due on Receipt
AP-202512-25965,,12/14/2025,Restaurant Depot ,"AZ, USA",Bar,J. Brown,NAPKIN-DN,Napkins Dinner chef's line,cs,11,24.87,273.57,0.0,0.0,15.94,289.51,USD,Due on Receipt
AP-202506-16949,PO-970840,06/07/2025,SYSCO NFL,"TX, USA",Housekeeping,A. Johnson,SALM-ATL,Salmon Fillet Atlantic chef's line,LB,71.71,11.62,833.27,0.0,0.0,45.88,879.15,USD,Due on Receipt
AP-202508-41008,,2025-08-01,US Foods - Atlanta,"PA, USA",Housekeeping,R. Smith,CHED-SHD,Cheddar Cheese Shredded / chilled,Lb,470.72,3.5,1647.52,0.0,0.0,6.62,1654.14,USD,Due on Receipt
INV-202506-35867,PO-282129,6/17/2025,SYSCO NORTH FLORIDA,"CA, USA",Banquet,M. Carter,SALM-ATL,Salmon Fillet Atlantic,Lb,401.22,9.58,3843.69,0.0,0.0,82.83,3926.52,USD,Net 7
AP-202501-51201,PO-760064,01/22/2025,PFG CUSTOMIZED DIST,"WA, USA",Cafe,M. Carter,OJ-100,Orange Juice 100% (pack size varied),GL,59.5,7.68,456.96,0.0,0.0,1.83,458.79,USD,Net 30
BILL-202507-60711,,07/13/2025,RESTAURANT DEPOT,"PA, USA",Banquet,J. Brown,BRRY-MIX,Mixed Berries Frozen   ,CASE,1,26.82,26.82,0.0,0.0,0.67,27.49,USD,Net 30
AP-202504-68868,PO-384262,4/12/2025,Shamrock Foods,"IL, USA",Bakery,M. Carter,CREAM-HVY,Heavy Cream,qt,60.7,3.12,189.38,0.0,0.0,7.16,196.54,USD,Net 15
AP-202506-85895,,06/22/2025,PFG Cust Dist,"GA, USA",Banquet,P. Wilson,AVO-HASS,Avocados Hass,CASE,32,26.83,858.56,0.0,7.09,10.29,875.94,USD,Net 30
AP-202510-68901,PO-992725,10/10/2025,Gordon Food Svc,"NY, USA",Kitchen,J. Brown,CREAM-HVY,Heavy Cream  ,qt,8.15,5.07,41.32,0.0,0.0,2.15,43.47,USD,Due on Receipt
INV-202504-70455,,04/09/2025,BEN E. KEITH FOODS,"OH, USA",Kitchen,P. Wilson,TRASH-55,Trash Bags 55 Gallon,CS,29,34.1,988.9,0.0,8.59,64.24,1061.73,USD,Due on Receipt
BILL-202501-11931,PO-376383,1/18/2025,Sysco N. Florida,"NC, USA",Restaurant,P. Wilson,TRASH-55,Trash Bags 55 Gallon / chilled,CASE,14,40.22,563.08,13.13,0.0,15.04,564.99,USD,Net 15
INV-202509-23464,PO-522116,9/19/2025,Shamrock Foods Co.,"FL, USA",Bar,L. Davis,RICE-LG,Long Grain Rice chef's line,BAG,13,27.7,360.1,0.0,0.8,27.53,388.43,USD,Due on Receipt
AP-202507-47887,PO-970717,7/14/2025,IMPERIAL DADE,"CO, USA",Banquet,M. Carter,FRIES-3/8,French Fries 3/8 Straight Cut  ,cs,26,23.7,616.2,0.0,0.0,29.43,645.63,USD,Due on Receipt
BILL-202504-16879,,2025-04-25,PFG Cust Dist,"CA, USA",Cafe,R. Smith,FRIES-3/8,French Fries 3/8 Straight Cut,CASE,35,18.22,637.7,0.0,0.0,40.35,678.05,USD,Net 7
BILL-202508-37366,PO-657055,2025-08-06,Imperial Dade Inc,"AZ, USA",Cafe,L. Davis,SALM-ATL,Salmon Fillet Atlantic - fresh,LB,225.54,9.56,2156.16,0.0,0.0,19.65,2175.81,USD,Net 30
AP-202501-83245,PO-542719,01/28/2025,PFG,"FL, USA",Housekeeping,L. Davis,ONION-YEL,Onions Yellow  ,LB,37.64,0.85,31.99,0.0,0.0,2.16,34.15,USD,Net 7
INV-202502-53413,PO-625322,02/25/2025,Local Farm & Garden,"CO, USA",Restaurant,M. Carter,MOZZ-WM,Mozzarella Whole Milk / chilled,Lb,371.02,3.2,1187.26,0.0,0.0,59.25,1246.51,USD,Net 7
INV-202506-71380,PO-705246,06/11/2025,Performance FS,"FL, USA",Kitchen,P. Wilson,KETCHUP,Ketchup,cs,23,17.46,401.58,4.45,1.71,11.81,410.65,USD,Net 30
INV-202504-13615,,2025-04-14,US Foods - Atlanta,"PA, USA",Bar,L. Davis,BACON-14,Bacon Sliced 14/18 ct - fresh,lb,191.09,4.91,938.25,0.0,0.0,27.24,965.49,USD,Net 7
AP-202505-54030,PO-292610,5/15/2025,Gordon Food Svc,"NY, USA",Housekeeping,L. Davis,NAPKIN-DN,Napkins Dinner / chilled,cs,12,25.97,311.64,0.0,0.0,10.93,322.57,USD,Due on Receipt
INV-202503-58478,PO-248554,3/15/2025,PFG,"CA, USA",Bar,P. Wilson,CHED-SHD,Cheddar Cheese Shredded,lb,247.36,4.09,1011.7,14.97,3.98,20.85,1021.56,USD,Net 7
BILL-202504-27185,PO-659036,4/6/2025,PFG Customized,"IL, USA",Bakery,M. Carter,FLOUR-AP,Flour All Purpose,Bag,32,22.39,716.48,3.29,0.0,37.71,750.9,USD,Net 15
INV-202508-89434,PO-251117,08/09/2025,RESTAURANT DEPOT,"GA, USA",Housekeeping,A. Johnson,CREAM-HVY,Heavy Cream  ,QT,9.02,3.32,29.95,0.0,0.0,1.97,31.92,USD,Net 30
AP-202507-57178,PO-951478,2025-07-09,Performance FS,"WA, USA",Bakery,R. Smith,SALM-ATL,Salmon Fillet Atlantic chef's line,lb,348.8,11.39,3972.83,0.0,0.0,2.22,3975.05,USD,Net 7
AP-202510-26036,PO-133414,2025-10-02,Imperial Dade ,"WA, USA",Cafe,L. Davis,SALM-ATL,Salmon Fillet Atlantic   ,lb,161.47,9.23,1490.37,14.08,0.0,20.26,1496.55,USD,Net 7
AP-202501-51181,PO-776927,01/16/2025,BEN E. KEITH FOODS,"NY, USA",Restaurant,L. Davis,FRIES-3/8,French Fries 3/8 Straight Cut   ,cs,12,22.9,274.8,0.0,5.49,13.06,293.35,USD,Net 15
AP-202509-69279,PO-302378,9/20/2025,Imperial Dade ,"GA, USA",Bar,P. Wilson,CREAM-HVY,Heavy Cream - fresh,qt,20.87,3.65,76.18,0.0,8.96,2.78,87.92,USD,Net 15
BILL-202507-39830,PO-933630,7/23/2025,GORDON FOOD SERVICE,"OH, USA",Bakery,R. Smith,FLOUR-AP,Flour All Purpose (pack size varied),BG,31,16.25,503.75,0.0,0.0,34.41,538.16,USD,Net 7
AP-202506-11053,,6/5/2025,IMPERIAL DADE,"NC, USA",Bar,J. Brown,FRIES-3/8,FRENCH FRIES 3/8 STRAIGHT CUT (PACK SIZE VARIED),cs,20,24.53,490.6,7.45,0.0,24.93,508.08,USD,Net 15
AP-202508-69213,PO-719367,2025-08-27,FRESHPOINT PRODUCE,"WA, USA",Housekeeping,J. Brown,FLOUR-AP,Flour All Purpose (pack size varied),BG,29,17.9,519.1,0.0,3.14,4.48,526.72,USD,Due on Receipt
AP-202509-83486,PO-119102,09/20/2025,Fresh Point Produce,"WA, USA",Restaurant,R. Smith,OJ-100,ORANGE JUICE 100% (PACK SIZE VARIED),GL,33.83,5.38,182.01,0.0,0.0,14.05,196.06,USD,Net 30
INV-202512-95831,PO-474397,12/13/2025,US Foods - Atlanta,"TX, USA",Kitchen,P. Wilson,BRRY-MIX,Mixed Berries Frozen,CS,31,36.88,1143.28,0.0,10.12,85.08,1238.48,USD,Net 7
BILL-202511-34720,PO-686341,11/16/2025,Sysco North Florida ,"CO, USA",Kitchen,L. Davis,CREAM-HVY,Heavy Cream - fresh,QTR,36.02,5.44,195.95,0.0,0.0,0.65,196.6,USD,Net 15
INV-202508-17319,PO-469773,8/6/2025,Ben E Keith,"WA, USA",Banquet,R. Smith,MOZZ-WM,Mozzarella Whole Milk (pack size varied),Lb,118.53,4.79,567.76,0.0,0.0,8.47,576.23,USD,Net 7
BILL-202505-42411,PO-697336,2025-05-28,Shamrock Foods,"AZ, USA",Bar,P. Wilson,POT-RUS, Potatoes Russet   ,LB,46.03,0.56,25.78,0.0,0.0,0.89,26.67,USD,Due on Receipt
INV-202510-33052,PO-802220,2025-10-20,GORDON FOOD SERVICE,"WA, USA",Bar,L. Davis,MOZZ-WM,Mozzarella Whole Milk - fresh,lb,379.21,3.29,1247.6,0.0,0.0,80.58,1328.18,USD,Net 15
BILL-202504-17552,PO-278105,2025-04-28,Ben E. Keith Foods ,"WA, USA",Bakery,L. Davis,AVO-HASS,Avocados Hass   ,cs,44,24.97,1098.68,0.0,0.0,50.38,1149.06,USD,Net 7
BILL-202504-16586,PO-237925,4/15/2025,RESTAURANT DEPOT,"WA, USA",Kitchen,R. Smith,MOZZ-WM,Mozzarella Whole Milk chef's line,LB,84.15,2.96,249.08,0.0,0.0,10.41,259.49,USD,Due on Receipt
AP-202506-13740,PO-261232,06/01/2025,Sysco North Florida ,"NY, USA",Bakery,A. Johnson,CREAM-HVY,Heavy Cream  ,qt,-35.43,3.41,-120.82,2.02,0.0,8.47,-114.37,USD,Net 30
AP-202508-73014,,2025-08-10,GFS,"CA, USA",Bar,A. Johnson,COFF-HSE,Coffee Beans House Blend (pack size varied),Lb,217.7,8.48,1846.1,0.0,0.0,16.03,1862.13,USD,Due on Receipt
INV-202512-69991,PO-577591,12/23/2025,Local Farm & Garden,"GA, USA",Cafe,A. Johnson,OIL-OLV,Olive Oil Extra Virgin  ,gal,4.92,21.94,107.94,0.0,0.0,7.72,115.66,USD,Net 30
AP-202508-29164,PO-574699,2025-08-13,Shamrock Foods Co.,"CA, USA",Cafe,R. Smith,CHED-SHD,Cheddar Cheese Shredded (pack size varied),LB,434.03,4.42,1918.41,0.0,0.0,26.69,1945.1,USD,Due on Receipt
AP-202512-56047,PO-828565,12/26/2025,LOCAL FARM AND GARDEN LLC,"TX, USA",Housekeeping,R. Smith,BEEF-8020,Ground Beef 80/20,Lb,202.73,5.71,1157.59,0.0,0.0,90.73,1248.32,USD,Net 7
INV-202504-82055,PO-710436,4/16/2025,PFG,"TX, USA",Bakery,M. Carter,CHK-BRST-01,Chicken Breast Boneless Skinless,Lb,148.61,3.24,481.5,0.0,0.0,26.2,507.7,USD,Net 15
INV-202512-98221,PO-950727,2025-12-03,FRESHPOINT PRODUCE,"CO, USA",Banquet,L. Davis,BRRY-MIX,Mixed Berries Frozen,CS,38,28.09,1067.42,0.0,2.05,32.72,1102.19,USD,Net 15
AP-202512-74655,PO-469938,12/31/2025,PFG CUSTOMIZED DIST,"GA, USA",Cafe,A. Johnson,FRIES-3/8,French Fries 3/8 Straight Cut,Case,8,21.25,170.0,0.0,0.0,0.03,170.03,USD,Net 30
BILL-202502-12758,PO-680912,2025-02-26,SYSCO NFL,"IL, USA",Cafe,A. Johnson,BROC-FRZ,Broccoli Florets Frozen (pack size varied),cs,2,16.37,32.74,0.0,0.0,0.46,33.2,USD,Net 15
INV-202511-75681,PO-596571,2025-11-22,LOCAL FARM AND GARDEN LLC,"PA, USA",Bar,L. Davis,TOM-ROMA,Tomatoes Roma,cs,38,22.53,856.14,0.0,0.0,24.96,881.1,USD,Net 15
AP-202502-78765,PO-686416,2025-02-01,RESTAURANT DEPOT,"CA, USA",Bakery,A. Johnson,TRASH-55,Trash Bags 55 Gallon / chilled,CASE,10,47.66,476.6,0.0,7.8,36.94,521.34,USD,Net 30
AP-202505-86535,PO-405570,2025-05-15,SHAMROCK FOODS CO,"TX, USA",Kitchen,L. Davis,RICE-LG,Long Grain Rice,BAG,14,15.56,217.84,0.0,0.0,13.17,231.01,USD,Due on Receipt
INV-202512-69990,PO-479572,12/2/2025,PFG,"PA, USA",Bar,M. Carter,GLOVE-M,Nitrile Gloves Medium,Case,22,45.64,1004.08,0.0,0.0,52.62,1056.7,USD,Due on Receipt
AP-202506-41278,PO-597233,06/08/2025,Imperial Dade ,"PA, USA",Cafe,L. Davis,MILK-WHL,Milk Whole / chilled,GAL,70.68,3.43,242.43,0.0,4.34,1.83,248.6,USD,Net 7
BILL-202510-11703,PO-139890,2025-10-13,PFG CUSTOMIZED DIST,"CO, USA",Housekeeping,M. Carter,TOM-ROMA,Tomatoes Roma (pack size varied),CASE,11,19.27,211.97,0.0,0.0,12.4,224.37,USD,Net 30
INV-202508-50836,PO-322224,08/26/2025,Ben E Keith,"PA, USA",Bar,R. Smith,SALM-ATL,Salmon Fillet Atlantic / chilled,LBS,412.57,10.17,4195.84,0.0,0.0,288.76,4484.6,USD,Net 15
INV-202504-37128,PO-931498,4/6/2025,PFG,"FL, USA",Bar,M. Carter,OIL-OLV,Olive Oil Extra Virgin   ,gal,25.76,19.08,491.5,0.0,0.0,10.3,501.8,USD,Due on Receipt
AP-202511-87459,PO-935295,11/21/2025,Baldor Specialty Foods ,"NY, USA",Bar,J. Brown,TRASH-55,Trash Bags 55 Gallon,CS,24,35.82,859.68,0.0,0.0,12.21,871.89,USD,Net 15
INV-202503-89137,PO-653218,3/5/2025,Local Farm + Garden,"IL, USA",Housekeeping,J. Brown,CHED-SHD,Cheddar Cheese Shredded,LBS,299.33,5.02,1502.64,0.0,0.0,77.5,1580.14,USD,Net 15
AP-202509-50600,PO-235033,9/9/2025,Baldor,"NC, USA",Housekeeping,A. Johnson,OIL-OLV,Olive Oil Extra Virgin chef's line,GAL,42.9,19.3,827.97,9.89,0.0,58.38,876.46,USD,Net 30
BILL-202512-41879,PO-706944,12/5/2025,Baldor,"TX, USA",Bar,M. Carter,BEEF-8020,Ground Beef 80/20  ,Lb,167.36,3.84,642.66,0.0,2.85,8.17,653.68,USD,Net 15
AP-202501-62207,PO-647566,1/21/2025,Baldor,"NC, USA",Kitchen,L. Davis,TOM-ROMA,Tomatoes Roma chef's line,cs,12,29.72,356.64,0.0,4.93,17.57,379.14,USD,Net 30
BILL-202506-30279,PO-176634,2025-06-12,Gordon Food Svc,"FL, USA",Housekeeping,R. Smith,RICE-LG,Long Grain Rice,Bag,45,15.88,714.6,0.0,0.0,41.0,755.6,USD,Net 30
BILL-202504-40817,PO-164715,2025-04-28,Sysco N. Florida,"AZ, USA",Restaurant,L. Davis,CHED-SHD,Cheddar Cheese Shredded,Lb,31.12,4.72,146.89,0.0,9.06,3.06,159.01,USD,Net 15
AP-202506-83677,PO-228210,2025-06-24,Sysco North Florida ,"FL, USA",Cafe,R. Smith,SUGAR-GR,SUGAR GRANULATED  ,BAG,36,26.59,957.24,12.09,0.0,6.37,951.52,USD,Net 15
AP-202509-70960,,2025-09-10,Local Farm & Garden,"PA, USA",Restaurant,J. Brown,AVO-HASS,Avocados Hass  ,Case,36,40.52,1458.72,0.0,0.0,4.04,1462.76,USD,Net 15
BILL-202501-95409,PO-482873,1/27/2025,PFG,"OH, USA",Bakery,L. Davis,CHED-SHD,Cheddar Cheese Shredded,Lb,58.09,3.49,202.73,0.0,0.0,0.06,202.79,USD,Net 30
INV-202509-51281,PO-734001,9/17/2025,US FOODS ATL DIV,"OH, USA",Bar,R. Smith,AVO-HASS,Avocados Hass chef's line,Case,11,27.12,298.32,0.0,0.0,17.64,315.96,USD,Net 15
AP-202510-95937,PO-978778,10/24/2025,Ben E Keith,"AZ, USA",Housekeeping,R. Smith,CHED-SHD,Cheddar Cheese Shredded - fresh,LBS,309.49,4.24,1312.24,0.0,0.0,100.58,1412.82,USD,Net 30
AP-202501-90051,PO-240820,01/18/2025,SYSCO NFL,"TX, USA",Banquet,P. Wilson,FLOUR-AP,Flour All Purpose,Bag,4,20.48,81.92,0.0,0.0,6.27,88.19,USD,Net 30
BILL-202510-48655,,2025-10-01,GFS,"GA, USA",Bakery,L. Davis,BROC-FRZ,Broccoli Florets Frozen  ,Case,1,17.16,17.16,0.0,0.0,1.02,18.18,USD,Due on Receipt
BILL-202507-72421,PO-576136,07/15/2025,Fresh Point Produce,"CO, USA",Cafe,M. Carter,TOM-ROMA,Tomatoes Roma  ,Case,28,31.0,868.0,0.0,0.0,53.19,921.19,USD,Due on Receipt
AP-202506-13346,PO-463304,6/11/2025,Performance FS,"WA, USA",Kitchen,R. Smith,NAPKIN-DN,Napkins Dinner / chilled,CASE,5,16.7,83.5,13.12,0.0,1.24,71.62,USD,Due on Receipt
BILL-202509-74346,PO-499083,9/21/2025,,"WA, USA",Banquet,J. Brown,FLOUR-AP,,BG,37,0.0,584.97,0.0,0.0,0.0,584.97,USD,Due on Receipt
INV-202503-14346,PO-910688,2025-03-16,FreshPoint,"OH, USA",Housekeeping,P. Wilson,GLOVE-M,Nitrile Gloves Medium,Case,9,33.21,298.89,0.0,0.0,6.82,305.71,USD,Net 15
BILL-202507-91546,PO-588447,07/06/2025,Local Farm & Garden,"FL, USA",Cafe,L. Davis,LETT-ROM,Lettuce Romaine,cs,26,26.2,681.2,0.0,0.0,5.16,686.36,USD,Net 30
INV-202510-31965,PO-259710,2025-10-27,Ben E Keith,"CO, USA",Cafe,L. Davis,FLOUR-AP,Flour All Purpose,BAG,32,19.59,626.88,0.0,0.0,11.81,638.69,USD,Net 7
INV-202507-39981,PO-782538,07/17/2025,Rest Depot,"TX, USA",Banquet,A. Johnson,GLOVE-M,Nitrile Gloves Medium / chilled,Case,43,42.97,1847.71,0.0,2.21,26.0,1875.92,USD,Net 7
AP-202502-47637,PO-405189,2/16/2025,PFG,"IL, USA",Kitchen,R. Smith,NAPKIN-DN,Napkins Dinner (pack size varied),CS,28,14.95,418.6,0.0,0.0,28.09,446.69,USD,Due on Receipt
AP-202505-56157,PO-481282,5/19/2025,Fresh Point Produce,"CO, USA",Housekeeping,M. Carter,BROC-FRZ,BROCCOLI FLORETS FROZEN,CASE,25,25.8,645.0,0.0,7.82,9.5,662.32,USD,Net 30
BILL-202510-63204,PO-900567,10/03/2025,Ben E Keith,"PA, USA",Bar,R. Smith,MILK-WHL,Milk Whole / chilled,GAL,50.94,3.8,193.57,0.0,0.0,0.93,194.5,USD,Net 15
AP-202504-80978,PO-754362,4/25/2025,,"CO, USA",Bakery,A. Johnson,AVO-HASS,,cs,23,0.0,768.2,0.0,0.0,0.0,768.2,USD,Net 30
INV-202504-88487,PO-603182,04/14/2025,US FOODS ATLANTA,"FL, USA",Restaurant,L. Davis,FRIES-3/8,French Fries 3/8 Straight Cut - fresh,CS,4,17.1,68.4,0.0,0.0,3.89,72.29,USD,Net 30
AP-202501-97222,PO-250123,1/7/2025,SHAMROCK FOODS CO,"IL, USA",Restaurant,A. Johnson,CREAM-HVY,Heavy Cream,qt,51.56,5.21,268.63,0.0,0.0,5.74,274.37,USD,Due on Receipt
INV-202509-13057,,9/1/2025,GORDON FOOD SERVICE,"GA, USA",Bakery,L. Davis,BROC-FRZ,Broccoli Florets Frozen - fresh,CASE,13,21.82,283.66,0.0,0.0,16.04,299.7,USD,Net 7
BILL-202504-22134,PO-787993,4/14/2025,PFG Customized,"OH, USA",Bar,M. Carter,TRASH-55,Trash Bags 55 Gallon   ,CS,21,45.21,949.41,0.0,10.18,32.94,992.53,USD,Due on Receipt
INV-202504-99761,PO-381678,2025-04-27,Performance FS,"OH, USA",Kitchen,R. Smith,NAPKIN-DN,Napkins Dinner - fresh,Case,16,24.65,394.4,0.0,0.0,17.11,411.51,USD,Net 7
BILL-202509-79947,PO-337045,2025-09-25,BEN E. KEITH FOODS,"PA, USA",Housekeeping,L. Davis,AVO-HASS,Avocados Hass,cs,15,25.64,384.6,0.0,0.0,17.68,402.28,USD,Net 15
AP-202501-79197,PO-391507,2025-01-13,GORDON FOOD SERVICE,"FL, USA",Bakery,R. Smith,BEEF-8020,Ground Beef 80/20 (pack size varied),LB,44.61,4.92,219.48,0.0,0.0,1.86,221.34,USD,Net 7
AP-202512-67669,PO-686290,12/30/2025,Shamrock Foods Co.,"TX, USA",Bakery,A. Johnson,MOZZ-WM,Mozzarella Whole Milk,LBS,260.43,4.19,1091.2,0.0,0.0,65.69,1156.89,USD,Net 7
INV-202510-39498,PO-808224,10/30/2025,Gordon Food Svc,"OH, USA",Cafe,R. Smith,KETCHUP,Ketchup,cs,8,14.83,118.64,0.0,0.0,7.32,125.96,USD,Net 15
INV-202506-95010,PO-930950,2025-06-24,GORDON FOOD SERVICE,"PA, USA",Kitchen,J. Brown,AVO-HASS,Avocados Hass  ,CASE,1,28.6,28.6,0.0,0.0,0.86,29.46,USD,Due on Receipt
BILL-202511-39402,,11/2/2025,Shamrock Foods,"CA, USA",Housekeeping,M. Carter,SALM-ATL,Salmon Fillet Atlantic / chilled,Lb,16.13,9.87,159.2,0.0,0.0,0.81,160.01,USD,Net 7
AP-202510-93497,PO-599434,10/27/2025,US Foods - Atlanta,"PA, USA",Bakery,R. Smith,EGGS-LG,Eggs Large Grade A,DOZ,34,1.48,50.32,0.0,3.1,1.67,55.09,USD,Net 30
AP-202512-99114,PO-445568,2025-12-18,Imperial Dade Inc,"GA, USA",Restaurant,R. Smith,BROC-FRZ,Broccoli Florets Frozen   ,CS,-14.0,23.34,-326.76,0.0,0.0,24.97,-301.79,USD,Net 15
INV-202502-15673,PO-298727,02/23/2025,PFG,"WA, USA",Bar,R. Smith,BEEF-8020,Ground Beef 80/20,lb,453.78,5.3,2405.03,0.0,0.0,132.92,2537.95,USD,Net 30
INV-202508-60132,,2025-08-04,Imperial Dade Inc,"CA, USA",Kitchen,M. Carter,OJ-100,Orange Juice 100%,GAL,31.44,5.92,186.12,0.0,0.0,14.81,200.93,USD,Net 30
INV-202501-48595,PO-602689,01/05/2025,SYSCO NFL,"TX, USA",Housekeeping,P. Wilson,OJ-100,Orange Juice 100%,GAL,52.41,4.98,261.0,4.57,6.75,3.69,266.87,USD,Net 7
BILL-202509-44193,PO-551581,09/29/2025,GFS,"IL, USA",Banquet,J. Brown,FLOUR-AP,Flour All Purpose   ,BAG,1,18.73,18.73,0.0,0.0,1.17,19.9,USD,Due on Receipt
AP-202508-28769,PO-344317,8/3/2025,Baldor,"NY, USA",Banquet,L. Davis,CREAM-HVY,Heavy Cream - fresh,qt,52.82,5.45,287.87,0.0,0.0,0.42,288.29,USD,Net 15
INV-202506-13490,PO-885481,2025-06-10,FRESHPOINT PRODUCE,"AZ, USA",Banquet,L. Davis,RICE-LG,Long Grain Rice (pack size varied),BAG,35,23.0,805.0,0.0,0.0,59.83,864.83,USD,Net 30
BILL-202509-11675,PO-554843,09/14/2025,Shamrock Foods Co.,"OH, USA",Kitchen,M. Carter,CHED-SHD,Cheddar Cheese Shredded,lb,27.15,4.19,113.76,0.0,0.0,1.57,115.33,USD,Net 15
BILL-202511-39912,PO-266787,2025-11-02,BALDOR SPECIALTY FOODS,"IL, USA",Banquet,J. Brown,EGGS-LG,Eggs Large Grade A - fresh,DZ,19,1.93,36.67,0.0,0.0,1.5,38.17,USD,Net 15
AP-202501-44177,,1/27/2025,Rest Depot,"IL, USA",Restaurant,A. Johnson,LETT-ROM,Lettuce Romaine (pack size varied),CASE,39,17.53,683.67,0.0,0.0,4.49,688.16,USD,Net 15
BILL-202504-72910,PO-653210,04/13/2025,US Foods - Atlanta,"PA, USA",Housekeeping,J. Brown,CHED-SHD,Cheddar Cheese Shredded (pack size varied),LBS,410.64,4.93,2024.46,1.87,0.0,30.68,2053.27,USD,Net 7
BILL-202507-63656,PO-998825,2025-07-14,PFG Customized,"PA, USA",Restaurant,M. Carter,CHK-BRST-01,Chicken Breast Boneless Skinless   ,LB,60.51,3.93,237.8,0.0,0.0,10.83,248.63,USD,Net 15
